,OPSD,WEPP
1924,3429.0,22146.0
1925,3430.0,22144.0
1926,3431.0,22148.0
1927,3432.0,22150.0
1928,3433.0,22156.0
1929,3434.0,22164.0
1930,3435.0,22203.0
1931,3436.0,22206.0
1932,3437.0,22209.0
1933,3438.0,22215.0
1934,3440.0,13773.0
1935,3441.0,22225.0
1936,3442.0,22231.0
1937,3443.0,22235.0
1938,3444.0,22237.0
1939,3445.0,22326.0
1940,3448.0,22263.0
1941,3450.0,22288.0
1942,4753.0,30720.0
1943,3452.0,11200.0
1944,3454.0,22298.0
1945,3934.0,25021.0
1946,3456.0,2524.0
1947,3457.0,22331.0
1948,3458.0,22335.0
1949,3459.0,5022.0
1950,3461.0,22348.0
1951,3464.0,22369.0
1952,3477.0,22402.0
1953,3478.0,22403.0
1954,3479.0,22411.0
1955,3480.0,22414.0
1956,3486.0,22434.0
1957,3487.0,22435.0
1958,3489.0,22439.0
1959,3490.0,22442.0
1960,3497.0,22466.0
1961,3499.0,22479.0
1962,3501.0,25120.0
1963,3502.0,22509.0
1964,3503.0,22545.0
1965,3504.0,22564.0
1966,3509.0,22589.0
1967,3521.0,17824.0
1968,3522.0,22691.0
1969,3523.0,22697.0
1970,3594.0,25186.0
1971,3526.0,5084.0
1972,3527.0,20059.0
1973,3537.0,22731.0
1974,3529.0,27716.0
1975,3531.0,28601.0
1976,3536.0,4039.0
1977,3539.0,22766.0
1978,3540.0,22773.0
1979,3542.0,22786.0
1980,3543.0,22787.0
1981,3544.0,22789.0
1982,3545.0,22794.0
1983,3546.0,7926.0
1984,3550.0,22800.0
1985,3552.0,22810.0
1986,3553.0,22812.0
1987,3554.0,22815.0
1988,3556.0,6383.0
1989,3557.0,8300.0
1990,3558.0,17946.0
1991,3561.0,30730.0
1992,3562.0,22816.0
1993,3563.0,22817.0
1994,3564.0,22818.0
1995,3565.0,22830.0
1996,3567.0,22837.0
1997,3568.0,22836.0
1998,3569.0,22838.0
1999,3570.0,22768.0
2000,3571.0,22841.0
2001,3574.0,22866.0
2002,3575.0,22876.0
2003,3576.0,22895.0
2004,3577.0,22899.0
2005,3579.0,22627.0
2006,3580.0,22937.0
2007,3581.0,22938.0
2008,3582.0,18110.0
2009,3585.0,22947.0
2010,3588.0,22991.0
2011,3589.0,23010.0
2012,3590.0,23026.0
2013,3592.0,17158.0
2014,3593.0,23925.0
2015,3595.0,23028.0
2016,3596.0,23030.0
2017,3597.0,23050.0
2018,3600.0,23073.0
2019,3601.0,23082.0
2020,3602.0,23085.0
2021,3607.0,17341.0
2022,3609.0,23088.0
2023,3610.0,2903.0
2024,3612.0,22961.0
2025,3615.0,23123.0
2026,3616.0,23122.0
2027,3617.0,23127.0
2028,3619.0,23133.0
2029,3620.0,16050.0
2030,3621.0,30442.0
2031,3627.0,23176.0
2032,3628.0,23177.0
2033,3629.0,23178.0
2034,3635.0,25850.0
2035,3636.0,23187.0
2036,3638.0,23211.0
2037,3639.0,10755.0
2038,3640.0,24406.0
2039,3643.0,23215.0
2040,3647.0,23225.0
2041,3648.0,23227.0
2042,3649.0,23229.0
2043,3652.0,23257.0
2044,3653.0,23259.0
2045,3654.0,22671.0
2046,3655.0,21793.0
2047,3656.0,23281.0
2048,3658.0,23297.0
2049,3660.0,8172.0
2050,3661.0,23311.0
2051,3662.0,23313.0
2052,3663.0,23315.0
2053,3664.0,23327.0
2054,3668.0,23331.0
2055,3669.0,23335.0
2056,3674.0,23351.0
2057,3675.0,23356.0
2058,3676.0,23364.0
2059,3677.0,23369.0
2060,3680.0,23645.0
2061,3681.0,25121.0
2062,3682.0,23380.0
2063,3683.0,23382.0
2064,3685.0,23410.0
2065,3686.0,10378.0
2066,3688.0,23419.0
2067,3690.0,23437.0
2068,3692.0,23456.0
2069,3693.0,23472.0
2070,3695.0,23487.0
2071,3696.0,23491.0
2072,3697.0,23502.0
2073,3698.0,23511.0
2074,3699.0,23524.0
2075,3700.0,23509.0
2076,3701.0,9471.0
2077,3702.0,23535.0
2078,3703.0,21749.0
2079,3704.0,23548.0
2080,3705.0,23554.0
2081,3707.0,23566.0
2082,3708.0,23570.0
2083,3710.0,23584.0
2084,3711.0,23587.0
2085,3715.0,23643.0
2086,3717.0,22570.0
2087,3718.0,23657.0
2088,3722.0,23671.0
2089,3726.0,9492.0
2090,3727.0,28044.0
2091,3728.0,23711.0
2092,3731.0,23719.0
2093,3732.0,23728.0
2094,3738.0,23739.0
2095,3741.0,11133.0
2096,4166.0,25224.0
2097,3743.0,23799.0
2098,3745.0,23801.0
2099,3747.0,23828.0
2100,3749.0,23848.0
2101,3750.0,5010.0
2102,3751.0,28141.0
2103,3753.0,5008.0
2104,3754.0,23852.0
2105,3755.0,23853.0
2106,3757.0,23658.0
2107,3766.0,23873.0
2108,3767.0,27674.0
2109,3768.0,27672.0
2110,3769.0,27673.0
2111,3770.0,3224.0
2112,3772.0,23881.0
2113,3773.0,23888.0
2114,3776.0,23900.0
2115,3778.0,23914.0
2116,3782.0,23933.0
2117,3783.0,23938.0
2118,3785.0,23941.0
2119,3788.0,13414.0
2120,3791.0,23954.0
2121,3792.0,22971.0
2122,3793.0,23970.0
2123,3794.0,23974.0
2124,3795.0,23976.0
2125,3797.0,23995.0
2126,3798.0,23997.0
2127,3800.0,24009.0
2128,3804.0,24021.0
2129,3805.0,24031.0
2130,3808.0,17505.0
2131,3809.0,24081.0
2132,3810.0,24093.0
2133,3813.0,24119.0
2134,3814.0,25950.0
2135,3815.0,24132.0
2136,3816.0,24138.0
2137,3817.0,24145.0
2138,3818.0,24147.0
2139,3819.0,24155.0
2140,3820.0,24159.0
2141,3821.0,24164.0
2142,3822.0,24189.0
2143,3824.0,24202.0
2144,3825.0,24207.0
2145,3826.0,24212.0
2146,3828.0,24219.0
2147,3829.0,24222.0
2148,3830.0,24243.0
2149,3831.0,24258.0
2150,3832.0,24266.0
2151,3835.0,24366.0
2152,3837.0,24370.0
2153,3841.0,24396.0
2154,3842.0,24398.0
2155,3843.0,24439.0
2156,3849.0,24461.0
2157,3852.0,24466.0
2158,3853.0,24476.0
2159,3854.0,24511.0
2160,3856.0,21242.0
2161,3857.0,4438.0
2162,3858.0,24530.0
2163,3859.0,24553.0
2164,3860.0,24557.0
2165,3861.0,24573.0
2166,3862.0,24590.0
2167,3863.0,24643.0
2168,3865.0,24524.0
2169,3866.0,24525.0
2170,3868.0,24676.0
2171,3869.0,24686.0
2172,3871.0,12116.0
2173,3872.0,24169.0
2174,3873.0,24730.0
2175,3874.0,24736.0
2176,3875.0,24942.0
2177,3876.0,24742.0
2178,3877.0,24745.0
2179,3878.0,24758.0
2180,3879.0,24762.0
2181,3882.0,24783.0
2182,3883.0,24799.0
2183,3884.0,24805.0
2184,3885.0,24806.0
2185,3886.0,24816.0
2186,3887.0,24835.0
2187,3889.0,24378.0
2188,3890.0,24377.0
2189,3891.0,28806.0
2190,3892.0,24684.0
2191,3893.0,24693.0
2192,3894.0,24775.0
2193,3895.0,24776.0
2194,3897.0,29893.0
2195,3898.0,13609.0
2196,3903.0,9390.0
2197,3905.0,18180.0
2198,3907.0,24848.0
2199,3910.0,24859.0
2200,3913.0,24906.0
2201,3914.0,24907.0
2202,3915.0,24914.0
2203,3916.0,24939.0
2204,3920.0,5496.0
2205,3921.0,8663.0
2206,3922.0,11549.0
2207,3923.0,22244.0
2208,3924.0,24959.0
2209,3925.0,24958.0
2210,3927.0,25023.0
2211,3930.0,24994.0
2212,4470.0,19340.0
2213,3933.0,25018.0
2214,3937.0,25042.0
2215,3938.0,25048.0
2216,3939.0,498.0
2217,3940.0,25058.0
2218,3944.0,25074.0
2219,3945.0,25081.0
2220,3947.0,25085.0
2221,3948.0,21849.0
2222,3951.0,25112.0
2223,3953.0,25126.0
2224,3954.0,25139.0
2225,3956.0,25146.0
2226,3957.0,25156.0
2227,3958.0,25155.0
2228,3959.0,25157.0
2229,4159.0,25215.0
2230,3965.0,25187.0
2231,3967.0,30547.0
2232,3968.0,25201.0
2233,3970.0,25209.0
2234,3971.0,25211.0
2235,3973.0,25214.0
2236,3975.0,25222.0
2237,3976.0,25223.0
2238,3977.0,25244.0
2239,3979.0,25248.0
2240,3980.0,25257.0
2241,3981.0,25258.0
2242,3982.0,25267.0
2243,3983.0,25268.0
2244,3984.0,25271.0
2245,3987.0,25277.0
2246,3988.0,25308.0
2247,3989.0,25310.0
2248,3996.0,25324.0
2249,3997.0,25327.0
2250,3998.0,25344.0
2251,3999.0,25349.0
2252,4001.0,25352.0
2253,4005.0,25382.0
2254,4006.0,10371.0
2255,4007.0,14349.0
2256,4010.0,25421.0
2257,4011.0,25449.0
2258,4013.0,25477.0
2259,4014.0,25485.0
2260,4015.0,25487.0
2261,4016.0,25489.0
2262,4018.0,25506.0
2263,4019.0,25514.0
2264,4020.0,9732.0
2265,4021.0,25572.0
2266,4022.0,25647.0
2267,4023.0,25655.0
2268,4024.0,25664.0
2269,4025.0,25666.0
2270,4026.0,25667.0
2271,4028.0,25678.0
2272,4029.0,25681.0
2273,4030.0,25683.0
2274,4031.0,25690.0
2275,4033.0,16102.0
2276,4034.0,25714.0
2277,4035.0,25414.0
2278,4036.0,25441.0
2279,4037.0,25575.0
2280,4039.0,25768.0
2281,4041.0,25786.0
2282,4045.0,25806.0
2283,4046.0,25810.0
2284,4047.0,25811.0
2285,4048.0,25815.0
2286,4049.0,32269.0
2287,4051.0,25840.0
2288,4055.0,25857.0
2289,4056.0,25858.0
2290,4057.0,25860.0
2291,4058.0,25861.0
2292,4060.0,10804.0
2293,4061.0,25882.0
2294,4062.0,25883.0
2295,4063.0,25891.0
2296,4064.0,25904.0
2297,4065.0,25924.0
2298,4066.0,25940.0
2299,4068.0,25942.0
2300,4069.0,11486.0
2301,4070.0,25949.0
2302,4073.0,25974.0
2303,4074.0,25670.0
2304,4075.0,25979.0
2305,4078.0,25984.0
2306,4079.0,9686.0
2307,4080.0,25997.0
2308,4082.0,26003.0
2309,4083.0,26002.0
2310,4087.0,26030.0
2311,4088.0,26033.0
2312,4089.0,26047.0
2313,4093.0,26055.0
2314,4094.0,26103.0
2315,4101.0,26166.0
2316,4102.0,26177.0
2317,4125.0,26363.0
2318,4104.0,26189.0
2319,4105.0,26200.0
2320,4106.0,26203.0
2321,4109.0,24995.0
2322,4110.0,26250.0
2323,4111.0,26259.0
2324,4113.0,26268.0
2325,4114.0,26273.0
2326,4115.0,26280.0
2327,4117.0,26320.0
2328,4119.0,26306.0
2329,4121.0,26350.0
2330,4122.0,26351.0
2331,4124.0,26361.0
2332,4127.0,26368.0
2333,4128.0,26466.0
2334,4129.0,26471.0
2335,4132.0,26384.0
2336,4134.0,26585.0
2337,4135.0,26592.0
2338,4140.0,26662.0
2339,4141.0,26670.0
2340,4142.0,26674.0
2341,4146.0,26718.0
2342,4147.0,26719.0
2343,4148.0,26722.0
2344,4149.0,26723.0
2345,4153.0,26751.0
2346,4155.0,26768.0
2347,4156.0,26773.0
2348,4157.0,26775.0
2349,4158.0,26778.0
2350,4160.0,26797.0
2351,4164.0,26806.0
2352,4165.0,26804.0
2353,4167.0,26831.0
2354,4168.0,26850.0
2355,4169.0,26851.0
2356,4170.0,26877.0
2357,4171.0,4428.0
2358,4173.0,19009.0
2359,4179.0,26930.0
2360,4182.0,26942.0
2361,4183.0,26945.0
2362,4184.0,26946.0
2363,4185.0,26972.0
2364,4186.0,26973.0
2365,4187.0,2028.0
2366,4188.0,26990.0
2367,4189.0,26998.0
2368,4190.0,27006.0
2369,4192.0,27033.0
2370,4193.0,27040.0
2371,4194.0,27042.0
2372,4196.0,27051.0
2373,4197.0,2139.0
2374,4198.0,11395.0
2375,4201.0,28050.0
2376,4202.0,10610.0
2377,4203.0,27134.0
2378,4204.0,428.0
2379,4205.0,8683.0
2380,4206.0,16232.0
2381,4207.0,16494.0
2382,4208.0,9206.0
2383,4211.0,14035.0
2384,4213.0,21637.0
2385,4214.0,30162.0
2386,4216.0,27747.0
2387,4217.0,27160.0
2388,4218.0,16638.0
2389,4219.0,27186.0
2390,4220.0,27193.0
2391,4221.0,27196.0
2392,4222.0,27199.0
2393,4240.0,29905.0
2394,4224.0,27203.0
2395,4225.0,27218.0
2396,4226.0,27222.0
2397,4242.0,27455.0
2398,4229.0,27251.0
2399,4230.0,27270.0
2400,4231.0,27244.0
2401,4232.0,27275.0
2402,4235.0,27312.0
2403,4236.0,27321.0
2404,4237.0,27341.0
2405,4241.0,27383.0
2406,4243.0,27468.0
2407,4245.0,18269.0
2408,4246.0,27515.0
2409,4247.0,27517.0
2410,4248.0,27520.0
2411,4249.0,27561.0
2412,4250.0,27573.0
2413,4251.0,27610.0
2414,4252.0,27625.0
2415,4253.0,27628.0
2416,4254.0,27631.0
2417,4255.0,27655.0
2418,4256.0,10072.0
2419,4258.0,27250.0
2420,4260.0,27686.0
2421,4261.0,25766.0
2422,4263.0,27731.0
2423,4264.0,6128.0
2424,4265.0,27770.0
2425,4267.0,27774.0
2426,4270.0,3011.0
2427,4272.0,27797.0
2428,4276.0,27803.0
2429,4277.0,27805.0
2430,4278.0,27806.0
2431,4279.0,27810.0
2432,4280.0,27814.0
2433,4281.0,27689.0
2434,4282.0,27845.0
2435,4283.0,27901.0
2436,4284.0,26262.0
2437,4285.0,24883.0
2438,4287.0,25012.0
2439,4288.0,24973.0
2440,4292.0,27711.0
2441,4297.0,27983.0
2442,4298.0,27993.0
2443,4299.0,28002.0
2444,4301.0,28006.0
2445,4302.0,28007.0
2446,4303.0,28010.0
2447,4304.0,28012.0
2448,4306.0,28017.0
2449,4308.0,28019.0
2450,4309.0,28021.0
2451,4310.0,28022.0
2452,4311.0,28042.0
2453,4312.0,28053.0
2454,4313.0,28058.0
2455,4315.0,28061.0
2456,4316.0,28069.0
2457,4317.0,28088.0
2458,4318.0,28089.0
2459,4319.0,13707.0
2460,4323.0,28150.0
2461,4324.0,28162.0
2462,4326.0,28171.0
2463,4327.0,28178.0
2464,4331.0,28188.0
2465,4332.0,27979.0
2466,4333.0,27980.0
2467,4334.0,28193.0
2468,4335.0,28202.0
2469,4337.0,28208.0
2470,4341.0,23741.0
2471,4347.0,28228.0
2472,4348.0,28244.0
2473,4350.0,28252.0
2474,4353.0,6855.0
2475,4357.0,28310.0
2476,4358.0,28318.0
2477,4359.0,28324.0
2478,4360.0,26711.0
2479,4362.0,28339.0
2480,4364.0,28351.0
2481,4366.0,28878.0
2482,4367.0,28368.0
2483,4370.0,28372.0
2484,4371.0,28401.0
2485,4482.0,29056.0
2486,4374.0,28428.0
2487,4376.0,16249.0
2488,4377.0,28456.0
2489,4378.0,28491.0
2490,4379.0,28498.0
2491,4380.0,28516.0
2492,4381.0,28522.0
2493,4484.0,29077.0
2494,4383.0,28532.0
2495,4384.0,28534.0
2496,4385.0,28540.0
2497,4386.0,28542.0
2498,4387.0,28546.0
2499,4389.0,28550.0
2500,4390.0,28548.0
2501,4391.0,29156.0
2502,4392.0,28555.0
2503,4393.0,28556.0
2504,4397.0,28563.0
2505,4400.0,28582.0
2506,4401.0,28594.0
2507,4405.0,28616.0
2508,4406.0,28623.0
2509,4407.0,28661.0
2510,4408.0,28673.0
2511,4411.0,28701.0
2512,4412.0,28702.0
2513,4413.0,28710.0
2514,4414.0,28716.0
2515,4415.0,17575.0
2516,4419.0,28741.0
2517,4420.0,28745.0
2518,4423.0,28765.0
2519,4424.0,28767.0
2520,4425.0,14132.0
2521,4426.0,28773.0
2522,4427.0,28777.0
2523,4431.0,28795.0
2524,4433.0,28804.0
2525,4435.0,28810.0
2526,4436.0,28815.0
2527,4437.0,28819.0
2528,4439.0,28876.0
2529,4441.0,28834.0
2530,4443.0,28839.0
2531,4444.0,28840.0
2532,4445.0,28846.0
2533,4446.0,28849.0
2534,4449.0,28854.0
2535,4450.0,28860.0
2536,4453.0,28890.0
2537,4454.0,28930.0
2538,4461.0,28031.0
2539,4463.0,28971.0
2540,4465.0,28973.0
2541,4469.0,28986.0
2542,4472.0,17576.0
2543,4476.0,29011.0
2544,4477.0,29013.0
2545,4480.0,29017.0
2546,4481.0,29038.0
2547,4483.0,29075.0
2548,4485.0,29079.0
2549,4487.0,29094.0
2550,4489.0,29215.0
2551,4490.0,29120.0
2552,4491.0,29125.0
2553,4492.0,29128.0
2554,4493.0,29131.0
2555,4496.0,29145.0
2556,4497.0,29150.0
2557,4499.0,29159.0
2558,4502.0,29204.0
2559,4503.0,29209.0
2560,4506.0,29237.0
2561,4507.0,3805.0
2562,4508.0,28981.0
2563,4509.0,29223.0
2564,4510.0,29235.0
2565,4511.0,29271.0
2566,4512.0,29291.0
2567,4514.0,29300.0
2568,4515.0,15835.0
2569,4516.0,29306.0
2570,4691.0,30327.0
2571,4522.0,29340.0
2572,4523.0,29341.0
2573,4524.0,29335.0
2574,4525.0,29356.0
2575,4526.0,29378.0
2576,4530.0,20589.0
2577,4532.0,29423.0
2578,4533.0,29428.0
2579,4534.0,28161.0
2580,4536.0,28698.0
2581,4539.0,18871.0
2582,4542.0,29442.0
2583,4544.0,29452.0
2584,4545.0,17511.0
2585,4549.0,29534.0
2586,4550.0,29525.0
2587,4552.0,13683.0
2588,4553.0,29554.0
2589,4554.0,29573.0
2590,4555.0,29578.0
2591,4556.0,29581.0
2592,4570.0,29605.0
2593,4572.0,29607.0
2594,4573.0,29608.0
2595,4575.0,29611.0
2596,4576.0,29627.0
2597,4577.0,29628.0
2598,4578.0,29658.0
2599,4579.0,29657.0
2600,4583.0,29660.0
2601,4587.0,29679.0
2602,4588.0,29680.0
2603,4591.0,29693.0
2604,4592.0,29694.0
2605,4593.0,29697.0
2606,4594.0,29700.0
2607,4595.0,29705.0
2608,4599.0,5539.0
2609,4600.0,26265.0
2610,4601.0,29724.0
2611,4605.0,29751.0
2612,4610.0,15356.0
2613,4611.0,29775.0
2614,4612.0,29782.0
2615,4614.0,29795.0
2616,4616.0,29800.0
2617,4654.0,29982.0
2618,4619.0,29820.0
2619,4620.0,29824.0
2620,4621.0,10698.0
2621,4622.0,29832.0
2622,4624.0,29847.0
2623,4625.0,29864.0
2624,4628.0,29862.0
2625,4629.0,29863.0
2626,4630.0,29867.0
2627,4631.0,29868.0
2628,4632.0,29872.0
2629,4633.0,29874.0
2630,4634.0,29886.0
2631,4636.0,29917.0
2632,4638.0,5616.0
2633,4639.0,29925.0
2634,4641.0,29947.0
2635,4643.0,29955.0
2636,4644.0,29918.0
2637,4647.0,23185.0
2638,4649.0,29969.0
2639,4650.0,29971.0
2640,4656.0,29990.0
2641,4658.0,29995.0
2642,4660.0,30012.0
2643,4662.0,30049.0
2644,4664.0,30074.0
2645,4665.0,30075.0
2646,4666.0,30097.0
2647,4668.0,30143.0
2648,4670.0,30145.0
2649,4671.0,30155.0
2650,4672.0,30165.0
2651,4673.0,30214.0
2652,4674.0,30224.0
2653,4675.0,30231.0
2654,4676.0,30237.0
2655,4677.0,30238.0
2656,4678.0,30245.0
2657,4679.0,30251.0
2658,4680.0,30250.0
2659,4685.0,2852.0
2660,4687.0,30286.0
2661,4688.0,30290.0
2662,4690.0,30318.0
2663,4694.0,10930.0
2664,4695.0,28290.0
2665,4696.0,30373.0
2666,4697.0,30391.0
2667,4699.0,30438.0
2668,4704.0,23181.0
2669,4705.0,30485.0
2670,4706.0,30498.0
2671,4708.0,30519.0
2672,4710.0,30534.0
2673,4711.0,30535.0
2674,4716.0,30537.0
2675,4717.0,30538.0
2676,4720.0,30553.0
2677,4721.0,30554.0
2678,4722.0,30556.0
2679,4723.0,30561.0
2680,4724.0,30569.0
2681,4725.0,30575.0
2682,4726.0,30580.0
2683,4727.0,30581.0
2684,4728.0,30584.0
2685,4729.0,30591.0
2686,4733.0,30599.0
2687,4735.0,30607.0
2688,4736.0,30606.0
2689,4737.0,30609.0
2690,4738.0,30610.0
2691,4741.0,30623.0
2692,4743.0,30661.0
2693,4749.0,30694.0
2694,4750.0,30703.0
2695,4754.0,30725.0
2696,4756.0,30755.0
2697,4761.0,30825.0
2698,4762.0,30831.0
2699,4763.0,30834.0
2700,4764.0,30841.0
2701,4765.0,30851.0
2702,4766.0,30990.0
2703,4767.0,23785.0
2704,4768.0,30904.0
2705,4769.0,30921.0
2706,4770.0,30924.0
2707,4771.0,30928.0
2708,4772.0,30929.0
2709,4773.0,30966.0
2710,4774.0,30981.0
2711,4775.0,30989.0
2712,4776.0,30992.0
2713,4777.0,30995.0
2714,4781.0,29777.0
2715,4782.0,31048.0
2716,4783.0,31053.0
2717,4784.0,31057.0
2718,4785.0,31065.0
2719,4786.0,31080.0
2720,4787.0,31089.0
2721,4788.0,31090.0
2722,4791.0,31102.0
2723,4792.0,31103.0
2724,4793.0,31113.0
2725,4794.0,31122.0
2726,4795.0,31155.0
2727,4798.0,31208.0
2728,4799.0,31211.0
2729,4800.0,31256.0
2730,4801.0,31257.0
2731,4802.0,31285.0
2732,4803.0,31301.0
2733,4804.0,31313.0
2734,4805.0,31324.0
2735,4806.0,31335.0
2736,4808.0,31344.0
2737,4809.0,31366.0
2738,4810.0,31377.0
2739,4811.0,31406.0
2740,4812.0,31410.0
2741,4816.0,20830.0
2742,4818.0,25232.0
2743,4819.0,25231.0
2744,4820.0,25230.0
2745,4821.0,8038.0
2746,4822.0,21897.0
2747,4823.0,31430.0
2748,4831.0,4382.0
2749,4832.0,4379.0
2750,4833.0,4380.0
2751,4835.0,31484.0
2752,4836.0,31486.0
2753,4837.0,31518.0
2754,4838.0,31530.0
2755,4839.0,31541.0
2756,4842.0,31316.0
2757,4843.0,9811.0
2758,4845.0,31632.0
2759,4846.0,31633.0
2760,4847.0,31658.0
2761,4849.0,31667.0
2762,4850.0,31669.0
2763,4852.0,31686.0
2764,4853.0,31700.0
2765,4854.0,31699.0
2766,4855.0,31708.0
2767,4857.0,31766.0
2768,4858.0,32044.0
2769,4859.0,31834.0
2770,4860.0,31886.0
2771,4861.0,31902.0
2772,4862.0,32010.0
2773,4863.0,32031.0
2774,4865.0,32038.0
2775,4866.0,23800.0
2776,4867.0,26146.0
2777,4868.0,31035.0
2778,4870.0,32046.0
2779,4871.0,31957.0
2780,4874.0,32054.0
2781,4877.0,32064.0
2782,4878.0,32076.0
2783,4881.0,32081.0
2784,4882.0,32089.0
2785,4883.0,32097.0
2786,4884.0,32127.0
2787,4885.0,32133.0
2788,4886.0,32147.0
2789,4887.0,32158.0
2790,4892.0,32211.0
2791,4893.0,27340.0
2792,4894.0,32242.0
2793,4895.0,32262.0
2794,4896.0,32291.0
2795,4897.0,32295.0
2796,4900.0,32332.0
2797,4901.0,32356.0
2798,4902.0,32354.0
2799,4903.0,32355.0
2800,4904.0,32369.0
2801,4905.0,32374.0
2802,4906.0,32379.0
2803,4907.0,32389.0
2804,4908.0,8258.0
2805,4910.0,32400.0
2806,4911.0,32404.0
2807,4913.0,32438.0
2808,4915.0,227.0
2809,4916.0,883.0
2810,4917.0,884.0
2811,4919.0,1426.0
2812,4922.0,23.0
2813,4925.0,877.0
2814,4926.0,21568.0
2815,4927.0,21095.0
2816,4929.0,5871.0
2817,4930.0,15865.0
2818,4931.0,16296.0
2819,4932.0,26932.0
2820,4933.0,26931.0
2821,4934.0,27859.0
2822,4935.0,32185.0
2823,4936.0,32442.0
2824,4937.0,32309.0
