Area / Date,Fueltype,Code,Name,Intalled Capacity at the beginning of year [MW],Capacity,Location,Voltage Connection Level [kV],DateIn,DateRetrofit,Country,lat,long
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000DAMCL,DAMC,805.0,805.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000COSO2,COSO,800.0,800.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000LBARK,LBAR,735.0,735.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN0000RYHPSI,RYHPS,715.0,715.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000MEDPZ,MEDP,700.0,700.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN0000KILNSJ,KILNS,680.0,680.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN0000SHBABF,SHBAB,580.0,580.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000BAGE8,BAGE,552.0,552.0,GB,275,14.02.2002,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000CDCLQ,CDCL,440.0,440.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000SHOSS,SHOS,420.0,420.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000GYARR,GYAR,420.0,420.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000EECLC,EECL,408.0,408.0,GB,275,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000PETEV,PETE,405.0,405.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000CORBV,CORB,401.0,401.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN000KLYN-A4,KLYN-A,340.0,400.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000SEELA,SEEL,299.0,299.0,GB,400,25.04.2019,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000BRGGA,BRGG,268.0,268.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000DEEP3,DEEP,260.0,260.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000BRYPC,BRYP,245.0,245.0,GB,275,15.08.2003,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000DERWO,DERW,236.0,236.0,GB,275,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000ROOS5,ROOS,229.0,229.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000FELLH,FELL,180.0,180.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000FAWNX,FAWN,150.0,150.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000GRMOP,GRMO,144.0,144.0,GB,275,29.03.2005,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN000TAYL-G3,TAYL-G,144.0,144.0,GB,275,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN00000INDQH,INDQ,140.0,140.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN000DRAXXGK,DRAXXG,96.0,96.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN000GRAI-GD,GRAI-G,58.0,58.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN0000RUGGTU,RUGGT,50.0,50.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN0000WBUGT2,WBUGT,40.0,40.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN000FIDL-GA,FIDL-G,34.0,34.0,GB,275,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN000RATSGTB,RATSGT,34.0,34.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN000FERR-GE,FERR-G,34.0,34.0,GB,275,01.01.2000,,United Kingdom,,
BZN|GB / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,48WSTN000KEADGT6,KEADGT,30.0,30.0,GB,400,01.01.2000,,United Kingdom,,
BZN|GR / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,29WAISMEGAL-V--J,MEGALOPOLI_V,811.0,811.0,SOUTH GREECE,400,23.04.2015,,Greece,,
BZN|GR / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,29WAISLAVRIO-IVM,LAVRIO4,550.0,550.0,SOUTH GREECE,400,01.01.2014,,Greece,,
BZN|GR / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,29WAISKOMOTIN-IO,KOMOTINI,476.0,476.0,NORTH GREECE,400,01.01.2014,,Greece,,
BZN|GR / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,29WKORINTHOSPWR6,KORINTHOS_POWER,433.0,433.0,SOUTH GREECE,400,01.01.2014,,Greece,,
BZN|GR / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,29WPROTERGIACC-4,PROTERGIA_CC,432.0,432.0,SOUTH_GREECE,400,01.01.2014,,Greece,,
BZN|GR / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,29WHERON-CC----5,HERON_CC,422.0,422.0,SOUTH GREECE,400,01.01.2014,,Greece,,
BZN|GR / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,29WAISALIVERI-53,ALIVERI5,417.0,417.0,SOUTH GREECE,400,01.01.2014,,Greece,,
BZN|GR / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,29WELPEDISONTHIM,ELPEDISON_THISVI,410.0,410.0,SOUTH_GREECE,400,01.01.2014,,Greece,,
BZN|GR / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,29WENERGEIAKITHP,ELPEDISON_THESS,400.0,400.0,NORTH GREECE,400,01.01.2014,,Greece,,
BZN|GR / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,29WAISLAVRIO-V-A,LAVRIO5,378.0,378.0,SOUTH GREECE,400,01.01.2014,,Greece,,
BZN|GR / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,29WALOUMINIO---B,ALOUMINIO,334.0,334.0,SOUTH GREECE,400,01.01.2014,,Greece,,
BZN|GR / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,29WHERONTHE--IIU,HERON2,49.0,49.0,SOUTH GREECE,400,01.01.2014,,Greece,,
BZN|GR / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,29WHERONTHE---ID,HERON1,49.0,49.0,SOUTH GREECE,400,01.01.2014,,Greece,,
BZN|GR / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,29WHERONTHE-IIIS,HERON3,49.0,49.0,SOUTH GREECE,400,01.01.2014,,Greece,,
BZN|HU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,15WTISZA-----PPN,Tiszai Erőmű,864.0,864.0,Tiszaújváros,400,31.12.2013,,Austria,,
BZN|HU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,15WDUME------PPI,Dunamenti Erőmű,783.0,783.0,Százhalombatta,220,31.12.2013,,Austria,,
BZN|HU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,15WGONYU-----PP5,Gönyűi Erőmű,437.0,437.0,Gönyű,400,31.12.2013,,Austria,,
BZN|HU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,15WCSEPEL----PPI,Alpiq Csepel Erőmű,401.0,401.0,Budapest,120,31.12.2013,,Austria,,
BZN|HU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,15WKELENF----PP8,Kelenföldi Erőmű,173.0,173.0,Budapest,120,31.12.2013,,Austria,,
BZN|HU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,15WMVMSZK----PPY,MVM szabályozási központ,140.0,140.0,Budapest,20,31.12.2014,,Austria,,
BZN|HU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,15WBAKONY----PP6,Bakonyi Gázturbinás Erőmű,114.0,114.0,Ajka,120,31.12.2013,,Austria,,
BZN|HU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,15WKISP------PP6,Kispesti Erőmű,109.0,109.0,Budapest,120,31.12.2013,,Austria,,
BZN|HU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,15WUJPEST----PPO,Újpesti Erőmű,102.0,102.0,Budapest,120,31.12.2013,,Austria,,
BZN|HU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,15WDKCE------PPQ,Debreceni Kombináltciklusú Erőmű,95.0,95.0,Debrecen,120,31.12.2013,,Austria,,
BZN|HU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,15WALPIQ-----PPY,ALPIQ szabályzási csoport,87.0,87.0,Budapest,120,31.12.2013,,Austria,,
BZN|HU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,15WVPP-------PPZ,VPP szabályozási csoport,68.0,68.0,Budapest,20,31.12.2013,,Austria,,
BZN|HU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,15WVEOLIASZK-PPQ,VEOLIA szabályozási központ,68.0,68.0,Budapest,20,01.04.2015,,Austria,,
BZN|HU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,15WEONSUM----PPI,EONSUM szabályozási központ,63.0,63.0,Budapest,20,31.12.2013,,Austria,,
BZN|HU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,15WGREEN-----PPZ,GREENERGY szabályozási központ,63.0,63.0,Budapest,20,31.12.2013,,Austria,,
BZN|HU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,15WSINERGY---PPQ,Sinergy szabályozási központ,58.0,58.0,Budapest,20,31.12.2013,,Austria,,
BZN|HU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,15WNYKCE-----PP6,Nyíregyházi Kombináltciklusú Erőmű,47.0,47.0,Oroszlány,120,31.12.2013,,Austria,,
BZN|HU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,15WTATAB-----PPG,Tatabánya Erőmű,43.0,43.0,Tatabánya,120,31.12.2013,,Austria,,
BZN|HU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,15WPLOOP-----PPL,PLOOP szabályozási központ,28.0,28.0,Budapest,20,31.12.2013,,Austria,,
BZN|SE4 / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,46WPU00000000040,Öresundsverket CHP,448.0,448.0,SE4,130,01.11.2014,,Ukraine,,
BZN|BE / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,22WHERDER0001288,HERDERSBRUG STEG,480.0,480.0,Belgium,150,01.01.2014,,Czechia,,
BZN|BE / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,22W201806271---D,EDF Luminus Seraing TGV,470.0,470.0,Belgium,220,14.10.2018,,Czechia,,
BZN|BE / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,22WDROGEN0000863,DROGENBOS TGV,465.0,465.0,Belgium,150,01.01.2014,,Czechia,,
BZN|BE / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,22WAMERCO000010Y,Amercoeur 1 R TGV,451.0,451.0,Belgium,150,01.01.2014,,Czechia,,
BZN|BE / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,22WT-POWE000244W,T-power Beringen,422.0,422.0,Belgium,150,01.01.2014,,Czechia,,
BZN|BE / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,22WMARCIN000179H,Marcinelle Energie (Carsid),413.0,413.0,Belgium,150,01.01.2014,,Czechia,,
BZN|BE / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,22WZANDVL000255D,Zandvliet Power,386.0,386.0,Belgium,150,01.01.2014,,Czechia,,
BZN|BE / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,22WRINGVA000209C,RINGVAART STEG,385.0,385.0,Belgium,150,01.01.2014,,Czechia,,
BZN|BE / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,22WSAINT-000221B,SAINT-GHISLAIN STEG,350.0,350.0,Belgium,150,01.10.2014,,Czechia,,
BZN|BE / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,22WZELZAT0002618,Zelzate 2 Knippegroen,315.0,315.0,Belgium,150,01.01.2014,,Czechia,,
BZN|BE / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,22W20181005PU--J,VILVOORDE GT,255.0,264.0,Belgium,150,21.10.2018,,Czechia,,
BZN|BE / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,22WSCHELD0002261,Scheldelaan Exxonmobil,140.0,140.0,Belgium,150,01.01.2014,,Czechia,,
BZN|BE / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,22WINESCO000149P,INESCO WKK,138.0,138.0,Belgium,150,01.01.2014,,Czechia,,
BZN|FR / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,17W100P100P0350I,DK6,796.0,796.0,France,225,21.05.2005,,Germany,,
BZN|FR / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,17W100P100P0244H,BOUCHAIN 7,585.0,585.0,FRANCE,400,06.06.2016,,Germany,,
BZN|FR / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,17W100P100P0246D,MARTIGUES PONTEAU 6,465.0,465.0,FRANCE,225,01.01.2000,,Germany,,
BZN|FR / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,17W100P100P0245F,MARTIGUES PONTEAU 5,465.0,465.0,FRANCE,225,01.01.2000,,Germany,,
BZN|FR / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,17W000001023704Q,FR_LANDIVISIAUPU,,446.0,France,225,28.08.2021,,Germany,,
BZN|FR / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,17W100P100P0334G,SPEM,435.0,435.0,France,225,08.11.2010,,Germany,,
BZN|FR / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,17W100P100P0351G,CYCOFOS,428.0,428.0,France,225,01.09.2009,,Germany,,
BZN|FR / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,17W100P100P0243J,BLENOD 5,427.0,427.0,FRANCE,400,01.01.2000,,Germany,,
BZN|FR / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,17W100P100P0337A,COMBIGOLFE,425.0,425.0,France,225,01.07.2010,,Germany,,
BZN|FR / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,17W100P100P0345B,EMILE HUCHET 8,413.0,413.0,France,400,28.06.2010,,Germany,,
BZN|FR / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,17W100P100P0344D,EMILE HUCHET 7,413.0,413.0,France,400,28.06.2010,,Germany,,
BZN|FR / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,17W100P100P0340L,Croix-de-Metz,413.0,413.0,France,225,20.06.2012,,Germany,,
BZN|FR / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,17W100P100P0341J,Pont-sur-Sambre,412.0,412.0,France,225,24.04.2009,,Germany,,
BZN|FR / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,17W100P100P0318E,FR-GA-MORANT1,401.0,401.0,France,225,01.07.2011,,Germany,,
BZN|FR / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,17W100P100P02667,GENNEVILLIERS 1,203.0,203.0,FRANCE,225,01.01.2000,,Germany,,
BZN|FR / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,17W100P100P0353C,AMFARD15,130.0,130.0,France,225,01.09.2004,,Germany,,
BZN|FR / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,17W100P100P03493,AMFARD14,130.0,130.0,France,225,01.09.2004,,Germany,,
BZN|FR / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,17W000000989065O,FR_CPCU SAINT OUEN,,126.0,France,225,04.02.2021,,Germany,,
BZN|FR / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,17W000000989066M,FR_CPCU COGEVITRY,,125.0,France,225,04.02.2021,,Germany,,
BZN|FR / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,17W100P100P0335E,SPEM pointe,,45.0,France,63,01.11.2012,,Germany,,
BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMPI-S12TRRVU,TORREVALDALIGA,1180.0,1180.0,12058032,380,17.11.2014,,Italy,,
BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMPI-S13CDGNT,GISSI,840.0,840.0,13069041,380,23.12.2014,,Italy,,
BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMPI-0300653B,CCGT APRILIA,787.0,787.0,12059001,380,23.12.2014,,Italy,,
BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMPI-S15SCPRH,SPARANISE,760.0,760.0,15061089,380,31.12.2014,,Italy,,
BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMPI-S12MCNTU,MONTALTO C.LE,934.0,704.0,12056035,380,31.12.2014,,Italy,,
BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMPI-S15STTV3,CENTRALE DI TEVEROLA,404.0,404.0,15061092,380,23.12.2014,,Italy,,
BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMPI-S15NLPLI,NAPOLI L,400.0,400.0,15063049,220,23.12.2014,,Italy,,
BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMPI-S10PTRFC,PIETRAFITTA,365.0,365.0,10054040,220,17.11.2014,,Italy,,
BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMZI-S13SCNDR,CELANO,175.0,175.0,13066032,150,31.12.2016,,Italy,,
BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMPI-S13BSSUZ,BUSSI,122.0,122.0,13068005,150,23.12.2014,,Italy,,
BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMPI-S13CTTM2,CTE TAMARETE,115.0,115.0,13069058,150,31.12.2014,,Italy,,
BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMPI-S15SGTL1,POMIGLIANO D'ARCO,105.0,105.0,15063057,220,23.12.2014,,Italy,,
BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMPI-S10ETDS9,TERNI,95.0,95.0,10055032,132,31.12.2014,,Italy,,
BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMPI-S10NMRNY,NERA MONTORO,56.0,56.0,10055022,150,31.12.2014,,Italy,,
BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMPI-0361630J,TERMICA COLLEFERRO,44.0,44.0,12058034,15,31.12.2014,,Italy,,
BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMPI-0817510V,CASSINO-META,41.0,41.0,12060052,150,13.02.2015,,Italy,,
BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMPI-S12SDSY8,SORA,42.0,30.0,12060074,150,31.12.2014,,Italy,,
BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMPI-08737107,Tor di Valle MCI,18.0,27.0,12058091,150,07.09.2017,,Italy,,
BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMPI-S13BCRGJ,AVEZZANO,50.0,26.0,13066006,150,07.10.2014,,Italy,,
BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMPI-1003453H,Cassino Trigenerazione,19.0,19.0,12060052,150,24.06.2018,,Italy,,
BZN|IT-Centre-South / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,26WIMPI-S12ADRR4,CENTRALE DI COGENERAZIONE AEROPORTO FIUMICINO,10.0,10.0,12058120,20,31.12.2014,,Italy,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD7EMSL-G-KW-T,Emsland,1820.0,1820.0,intra_zonal,380,26.10.2009,,Montenegro,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD2IRSC000179N,Irsching,1822.0,1407.0,intra_zonal,380,26.10.2009,,Montenegro,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD7STUM----KW9,KW Hamm-Uentrop,850.0,850.0,intra_zonal,380,02.07.2010,,Montenegro,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD7NORF5G--KWG,Kraftwerk Lausward,845.0,845.0,intra_zonal,110,08.11.2010,,Montenegro,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD2GEBE000177K,Franken I,823.0,823.0,intra_zonal,110,26.10.2009,,Montenegro,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD7KWKN----KW1,Knapsack 1,784.0,784.0,intra_zonal,380,20.01.2010,,Montenegro,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD7BRAU5G-KW-N,GuD Dormagen,562.0,562.0,intra_zonal,110,26.10.2009,,Montenegro,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD7GERS-X-KW-C,Gersteinwerk,522.0,522.0,intra_zonal,380,26.10.2009,,Montenegro,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD2STAU0001800,Staudinger,1132.0,510.0,intra_zonal,380,26.10.2009,,Montenegro,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD2GKBB000334V,GKB Mittelsbueren,450.0,450.0,intra_zonal,110,07.12.2016,,Montenegro,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD8MITT5G----0,HKW Mitte,444.0,444.0,intra_zonal,110,26.10.2009,,Montenegro,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD7KWKN1GBL203,Knapsack 2,426.0,426.0,intra_zonal,380,31.05.2013,,Montenegro,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD7LUDW2GA800M,GuD Ludwigshafen Mitte,412.0,412.0,intra_zonal,220,02.11.2011,,Montenegro,,
