Area / Date,Fueltype,Code,Name,Intalled Capacity at the beginning of year [MW],Capacity,Location,Voltage Connection Level [kV],DateIn,DateRetrofit,Country,lat,long
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD2SUE2000103B,Sued GuD2,400.0,400.0,intra_zonal,110,31.12.2014,,Montenegro,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD7LUDW5GSUEDE,GuD Ludwigshafen Süd,345.0,345.0,intra_zonal,110,02.11.2011,,Montenegro,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD2HUKW000298J,Huntorf,321.0,321.0,intra_zonal,220,26.10.2009,,Montenegro,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD8LICH5G----1,HKW Lichterfelde,300.0,300.0,intra_zonal,110,26.10.2009,,Montenegro,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD2SUE1000099L,Sued GuD1,298.0,298.0,intra_zonal,110,31.12.2014,,Montenegro,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD7RHAU5G-3--3,HKW III,274.0,274.0,intra_zonal,110,17.02.2011,,Montenegro,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD2FFW-000203E,HKW West,273.0,273.0,intra_zonal,110,30.09.2012,,Montenegro,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11W0-0000-0100-I,GuD Marzahn,264.0,264.0,intra_zonal,110,05.02.2020,,Montenegro,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD8DRES5X---PZ,GTHKW Nossener Bruecke,260.0,260.0,intra_zonal,110,17.05.2011,,Montenegro,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD2LIND5G----6,GKW Linden (GKL),230.0,230.0,intra_zonal,110,04.04.2011,,Montenegro,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11W0-0000-0162-P,Küstenkraftwerk,190.0,190.0,intra_zonal,110,16.12.2019,,Montenegro,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD2SRKW000345J,HKW-Nürnberg-Sandreuth,181.0,181.0,intra_zonal,110,11.11.2010,,Montenegro,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD2BMIT0002731,KW Mittelsbueren,176.0,176.0,intra_zonal,110,01.06.2012,,Montenegro,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD8LEIP5X----6,HKW Nord,167.0,167.0,intra_zonal,110,11.01.2010,,Montenegro,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD8KLIN5X----0,HKW Klingenberg,164.0,164.0,intra_zonal,110,26.10.2009,,Montenegro,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11W0-0000-0038-O,HKW Halle Dieselstraße,162.0,162.0,intra_zonal,20,17.11.2020,,Montenegro,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD8CHAR5X----K,Charlottenburg,146.0,146.0,intra_zonal,110,13.12.2013,,Montenegro,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD7UCHT5XROSOK,Kraftwerk Römerbrücke,125.0,125.0,intra_zonal,110,12.04.2012,,Montenegro,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD2PLAT000267Z,Kraftwerk Plattling,120.0,120.0,intra_zonal,110,20.11.2017,,Montenegro,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD2BUKW000310A,Burghausen_GT,120.0,120.0,intra_zonal,110,28.09.2012,,Montenegro,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD2FREI000095T,HKW Freimann,110.0,110.0,intra_zonal,110,18.03.2020,,Montenegro,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD2HERR5GKW--1,KW Herrenhausen (KWH),100.0,100.0,intra_zonal,110,04.04.2011,,Montenegro,,
BZN|MK / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,33W--TEC-TE-TO-B,TE-TO,251.0,251.0,MK,110,25.08.2015,,North Macedonia,,
BZN|DE-AT-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD7BOLA--KWNIK,HKW Niehl,866.0,866.0,intra_zonal,380,01.02.2010,,Austria,,
BZN|DE-AT-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD7BISC5GKW23O,KW Mainz-Wiesbaden,785.0,785.0,Hesse,110,01.01.2010,,Austria,,
BZN|DE-AT-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD7GARE5XHEKWQ,HERDECKE,424.0,424.0,Garenfeld,110,01.01.2010,,Austria,,
BZN|DE-AT-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD7FUEH5GMEKW7,HKW Merkenich,110.0,110.0,intra_zonal,110,01.02.2010,,Austria,,
BZN|SE3 / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,46WPU0000000062N,Rya KVV,260.0,260.0,SE3,130,01.11.2014,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WBES5-123456-T,BESOS 5,859.0,859.0,Barcelona,220,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WPGR5-123456-J,P.G.RODR 5,856.0,856.0,A Coruña,400,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WCTN4-123456-C,CASTELLO 4,839.0,839.0,Castellón,400,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WARCOS3-123-0Z,ARCOS3,823.0,823.0,Cádiz,400,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WALG3-12345--K,ALG3,821.0,821.0,Cádiz,220,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WESC6-12345-07,ESC IBER 6,816.0,816.0,Murcia,400,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WECT3-123456-N,ESCAT3,804.0,804.0,Zaragoza,400,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WCTNU-12345-0U,CASTELNOU,791.0,791.0,Teruel,400,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WAMBIETA-12-0S,AMBIETA,786.0,786.0,Vizcaya,400,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WBAHIAB-123-0X,BAHIAB,785.0,785.0,Vizcaya,400,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WCTN3-12345-04,CASTELLO 3,782.0,782.0,Castellón,400,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WPBCN1-12345-D,PBCN1,435.0,435.0,Barcelona,220,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WPBCN2-12345-4,PBCN2,431.0,431.0,Barcelona,220,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WSRI5-123456-L,SOTO5,428.0,428.0,Asturias,400,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18W18WSRI4--123V,SOTORIBE 4,426.0,426.0,Asturias,400,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WCTJON1-123-06,CASTEJO1 H,425.0,425.0,Navarra,400,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WPVENT1--1234A,PVENT1,420.0,420.0,Tarragona,400,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WCTJON3--1234S,CASTEJO3 H,418.0,418.0,Navarra,400,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WCTGN1-1234-0C,ESC CART 1,418.0,418.0,Murcia,400,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WCTGN2-1234-03,ESC CART 2,418.0,418.0,Murcia,400,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WTAPOWER-12-0V,TARRAG IB,417.0,417.0,Tarragona,220,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WMALA1-12345-L,MALA1,416.0,416.0,Málaga,220,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WPVENT2--12342,Plana del Vent,414.0,414.0,cross_zonal,400,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WCTGN3-1234-0V,ESC CART 3,413.0,413.0,Murcia,400,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WBES3-12345-0V,BESOS 3,412.0,412.0,Barcelona,220,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WSAGU2-123--0A,SAGU2,412.0,412.0,Valencia,400,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WSAGU3-123--01,SAGU3,411.0,411.0,Valencia,400,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WSAGU1-123--0J,SAGU1,410.0,410.0,Valencia,400,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WESCCC1-123-0T,ESCCC1,403.0,403.0,Murcia,400,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WSROQ2-1234-0Y,SANROQUE2,402.0,402.0,Cádiz,220,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WESCCC2-123-0L,ESC GDF 2,401.0,401.0,Murcia,400,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WBES4-12345-0L,BESOS 4,400.0,400.0,Barcelona,220,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WSTC4-12345-0I,SANTURCE 4,396.0,396.0,Vizcaya,220,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WESCCC3-123-0D,ESC GDF 3,395.0,395.0,Murcia,400,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WARRU1-1234-0J,ARRUBAL1,395.0,395.0,La Rioja,400,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WCAMGI10-12-07,CAMPGIB1,393.0,393.0,Cádiz,400,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WSBO3-12345-01,SABON 3,391.0,391.0,A Coruña,220,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WPALOS3-123-0J,PALOS3,391.0,391.0,Huelva,400,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WCOL4-12345-02,COLON 4,391.0,391.0,Huelva,220,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WARRU2-1234-0A,ARRUBAL2,390.0,390.0,La Rioja,400,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WSROQ1-1234-06,SANROQUE1,390.0,390.0,Cádiz,220,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WARCOS1-123-0E,ARCOS1,389.0,389.0,Cádiz,400,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WPALOS2-123-0R,PALOS2,389.0,389.0,Huelva,400,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WCAMGI20--1-0D,CAMPGIB2,388.0,388.0,Cádiz,400,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WPALOS1-123-0Z,PALOS1,387.0,387.0,Huelva,400,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WACE3-12345-00,ACECA 3 IB,386.0,386.0,Toledo,220,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WCTJON2-123-0Z,CASTEJO2 I,379.0,379.0,Navarra,400,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WARCOS2-123-06,ARCOS2,373.0,373.0,Cádiz,400,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WACE4-12345-0R,ACECA 4 UF,373.0,373.0,Toledo,220,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WECT2-123456-X,ECT2,275.0,275.0,Zaragoza,400,01.01.2012,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WTFDETIC-123-Y,TFDETIC,208.0,181.0,Spain,220,11.02.2016,,Sweden,,
BZN|ES / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,18WTFIBGES-123-9,TFIBGES,134.0,134.0,Spain,400,11.02.2016,,Sweden,,
BZN|RS / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,34WETG-NOSAD---Z,TETO NOVI SAD,255.0,255.0,Serbia,110,01.01.2015,,Slovakia,,
BZN|RS / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,34WETG-ZRENJ---4,TETO ZRENJANIN,0.0,0.0,Serbia,110,01.01.2015,,Slovakia,,
BZN|SI / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,28W-G-000000122W,PE Brestanica,350.0,350.0,Brestanica,110,01.01.2014,,Slovenia,,
BZN|PL / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,19W000000000283T,Płock,630.0,630.0,Polska,400,30.05.2017,,Poland,,
BZN|PL / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,19W000000000290W,EC Żerań 2,,497.0,Polska,220,12.05.2020,,Poland,,
BZN|PL / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,19W000000000256W,EC Włocławek,465.0,465.0,Polska,220,31.10.2015,,Poland,,
BZN|PL / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,19W000000000284R,EC Stalowa Wola,467.0,450.0,Polska,220,01.04.2019,,Poland,,
BZN|PL / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,19W0000000001098,EC Wrotków,231.0,231.0,Polska,110,01.01.2011,,Poland,,
BZN|PL / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,19W000000000230D,Zielona Góra,188.0,188.0,Polska,220,01.01.2011,,Poland,,
BZN|PL / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,19W000000000274U,Gorzów 2,138.0,138.0,Polska,110,01.01.2016,,Poland,,
BZN|PL / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,19W0000000000571,EC Nowa Sarzyna,129.0,129.0,Polska,110,01.01.2011,,Poland,,
BZN|PL / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,19W000000000169R,EC Rzeszów,101.0,101.0,Polska,110,01.01.2011,,Poland,,
BZN|PL / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,19W000000000293Q,EC Toruń,101.0,101.0,Polska,60,15.03.2017,,Poland,,
BZN|PL / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,19W000000000060C,Gorzów,70.0,70.0,Polska,110,25.07.2012,,Poland,,
BZN|LV / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,43W-RTEC-2-1---C,RTEC2-1,441.0,441.0,Latvia,330,01.01.2000,,Latvia,,
BZN|LV / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,43W-RTEC-2-2---7,RTEC2-2,440.0,440.0,Latvia,330,01.01.2000,,Latvia,,
BZN|LV / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,43W-RTEC-1-----T,RTEC1,144.0,144.0,Latvia,110,01.01.2000,,Latvia,,
BZN|LT / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,41W1023600243EL3,Lietuvos elektrine,1045.0,1045.0,Elektrenai,110,01.01.2014,,Lithuania,,
BZN|LT / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,41W3185595680EL8,VilniausE3,360.0,360.0,Vilnius,110,01.01.2014,,Lithuania,,
BZN|LT / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,41WME-------TG1J,Mazeikiu elektrine,160.0,160.0,Mazeikiai,110,11.09.2014,,Lithuania,,
BZN|LT / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,41W8538227475ELN,KaunoTE,110.0,110.0,Kaunas,110,01.01.2014,,Lithuania,,
BZN|MD / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,64WMGRES-----07L,TPP Moldavskaya GRES,2520.0,2520.0,Moldova,330,09.01.2020,,"Moldova, Republic of",,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD7EMSL-G-KW-T,Emsland,1820.0,1820.0,intra_zonal,380,26.10.2009,,Germany,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD2IRSC000179N,Irsching,1822.0,1407.0,intra_zonal,380,26.10.2009,,Germany,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD7STUM----KW9,KW Hamm-Uentrop,850.0,850.0,intra_zonal,380,02.07.2010,,Germany,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD7NORF5G--KWG,Kraftwerk Lausward,845.0,845.0,intra_zonal,110,08.11.2010,,Germany,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD2GEBE000177K,Franken I,823.0,823.0,intra_zonal,110,26.10.2009,,Germany,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD7KWKN----KW1,Knapsack 1,784.0,784.0,intra_zonal,380,20.01.2010,,Germany,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD7BRAU5G-KW-N,GuD Dormagen,562.0,562.0,intra_zonal,110,26.10.2009,,Germany,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD7GERS-X-KW-C,Gersteinwerk,522.0,522.0,intra_zonal,380,26.10.2009,,Germany,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD2STAU0001800,Staudinger,1132.0,510.0,intra_zonal,380,26.10.2009,,Germany,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD2GKBB000334V,GKB Mittelsbueren,450.0,450.0,intra_zonal,110,07.12.2016,,Germany,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD8MITT5G----0,HKW Mitte,444.0,444.0,intra_zonal,110,26.10.2009,,Germany,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD7KWKN1GBL203,Knapsack 2,426.0,426.0,intra_zonal,380,31.05.2013,,Germany,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD7LUDW2GA800M,GuD Ludwigshafen Mitte,412.0,412.0,intra_zonal,220,02.11.2011,,Germany,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD2SUE2000103B,Sued GuD2,400.0,400.0,intra_zonal,110,31.12.2014,,Germany,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD7LUDW5GSUEDE,GuD Ludwigshafen Süd,345.0,345.0,intra_zonal,110,02.11.2011,,Germany,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD2HUKW000298J,Huntorf,321.0,321.0,intra_zonal,220,26.10.2009,,Germany,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD8LICH5G----1,HKW Lichterfelde,300.0,300.0,intra_zonal,110,26.10.2009,,Germany,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD2SUE1000099L,Sued GuD1,298.0,298.0,intra_zonal,110,31.12.2014,,Germany,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD7RHAU5G-3--3,HKW III,274.0,274.0,intra_zonal,110,17.02.2011,,Germany,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD2FFW-000203E,HKW West,273.0,273.0,intra_zonal,110,30.09.2012,,Germany,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11W0-0000-0100-I,GuD Marzahn,264.0,264.0,intra_zonal,110,05.02.2020,,Germany,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD8DRES5X---PZ,GTHKW Nossener Bruecke,260.0,260.0,intra_zonal,110,17.05.2011,,Germany,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD2LIND5G----6,GKW Linden (GKL),230.0,230.0,intra_zonal,110,04.04.2011,,Germany,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11W0-0000-0162-P,Küstenkraftwerk,190.0,190.0,intra_zonal,110,16.12.2019,,Germany,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD2SRKW000345J,HKW-Nürnberg-Sandreuth,181.0,181.0,intra_zonal,110,11.11.2010,,Germany,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD2BMIT0002731,KW Mittelsbueren,176.0,176.0,intra_zonal,110,01.06.2012,,Germany,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD8LEIP5X----6,HKW Nord,167.0,167.0,intra_zonal,110,11.01.2010,,Germany,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD8KLIN5X----0,HKW Klingenberg,164.0,164.0,intra_zonal,110,26.10.2009,,Germany,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11W0-0000-0038-O,HKW Halle Dieselstraße,162.0,162.0,intra_zonal,20,17.11.2020,,Germany,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD8CHAR5X----K,Charlottenburg,146.0,146.0,intra_zonal,110,13.12.2013,,Germany,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD7UCHT5XROSOK,Kraftwerk Römerbrücke,125.0,125.0,intra_zonal,110,12.04.2012,,Germany,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD2PLAT000267Z,Kraftwerk Plattling,120.0,120.0,intra_zonal,110,20.11.2017,,Germany,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD2BUKW000310A,Burghausen_GT,120.0,120.0,intra_zonal,110,28.09.2012,,Germany,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD2FREI000095T,HKW Freimann,110.0,110.0,intra_zonal,110,18.03.2020,,Germany,,
BZN|DE-LU / 01.01.2021 00:00 - 01.01.2022 00:00,Natural Gas,11WD2HERR5GKW--1,KW Herrenhausen (KWH),100.0,100.0,intra_zonal,110,04.04.2011,,Germany,,
